index,source_id,category,severity_level,error_type,num_added_factors,num_replaced_factors,num_deleted_factors,num_kept_factors,factor_changes,factor_score,provisional_score,reference,candidate
79,7,车辆行为,complete,complete,0,0,0,1,[],1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应左避让通过。
80,7,车辆行为,mild,complete,0,0,0,1,[],1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应避让。
81,7,车辆行为,medium,factor_and_action,0,0,1,0,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""井盖""}, ""to"": null, ""note"": ""deleted_factor""}]",0.0,0.0833,前方存在井盖，自车应左避让通过。,自车应换道并减速。
82,7,车辆行为,severe,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""交通管制"", ""detail"": ""交警示意停车""}, ""note"": ""added_factor""}]",0.94,0.955,前方存在井盖，自车应左避让通过。,前方存在井盖，右侧存在交警示意停车，自车应避让。
83,7,车辆行为,mild,complete,0,0,0,1,[],1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应避让。
84,7,车辆行为,medium,action_only,0,0,0,1,[],1.0,0.9167,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应换道。
85,7,车辆行为,severe,action_only,0,0,0,1,[],1.0,0.8333,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应在条件满足后避让并停车。
86,7,车辆行为,mild,complete,0,0,0,1,[],1.0,1.0,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应避让。
87,7,车辆行为,medium,action_only,0,0,0,1,[],1.0,0.9167,前方存在井盖，自车应左避让通过。,前方存在井盖，自车应保持行驶。
88,7,车辆行为,severe,factor_and_action,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""井盖""}, ""to"": {""position"": ""前方"", ""category"": ""交通管制"", ""detail"": ""交警示意通行""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""交通管制""}, {""field"": ""detail"", ""from"": ""井盖"", ""to"": ""交警示意通行""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""路况"", ""detail"": ""湿滑路面""}, ""note"": ""added_factor""}]",0.39,0.3758,前方存在井盖，自车应左避让通过。,前方存在交警示意通行，前方存在湿滑路面，自车应在条件满足后保持行驶。
89,7,车辆行为,mild,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""后方"", ""category"": ""交通信号"", ""detail"": ""黄灯""}, ""note"": ""added_factor""}]",0.94,0.955,前方存在井盖，自车应左避让通过。,前方存在井盖，后方存在黄灯，自车应避让。
90,7,车辆行为,medium,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""交通信号"", ""detail"": ""红灯""}, ""note"": ""added_factor""}]",0.94,0.8717,前方存在井盖，自车应左避让通过。,前方存在井盖，左侧存在红灯，自车应保持行驶。
91,7,车辆行为,severe,factor_only,2,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""井盖""}, ""to"": {""position"": ""前方"", ""category"": ""路况"", ""detail"": ""井盖凹陷""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""路况""}, {""field"": ""detail"", ""from"": ""井盖"", ""to"": ""井盖凹陷""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""换道条件"", ""detail"": ""后方有快速来车""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""障碍物"", ""detail"": ""行人占道""}, ""note"": ""added_factor""}]",0.13,0.3475,前方存在井盖，自车应左避让通过。,前方存在井盖凹陷，左前方后方有快速来车，左侧存在行人占道，自车应避让。
92,8,障碍物,complete,complete,0,0,0,1,[],1.0,1.0,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。
93,8,障碍物,mild,factor_only,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""车辆行为"", ""detail"": ""车辆切入""}, ""note"": ""added_factor""}]",0.94,0.955,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，右侧存在车辆切入，自车应保持行驶。
94,8,障碍物,medium,action_only,0,0,0,1,[],1.0,0.9167,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，自车应转弯。
95,8,障碍物,severe,factor_and_action,2,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""障碍物"", ""detail"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""to"": {""position"": ""右前方"", ""category"": ""障碍物"", ""detail"": ""车辆占道停车""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""前方"", ""to"": ""右前方""}, {""field"": ""detail"", ""from"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。"", ""to"": ""车辆占道停车""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""后方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""左后方"", ""category"": ""障碍物"", ""detail"": ""事故车占道""}, ""note"": ""added_factor""}]",0.23,0.3392,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,右前方存在车辆占道停车，后方存在环岛盲区，左后方存在事故车占道，自车应转弯。
96,8,障碍物,mild,complete,0,0,0,1,[],1.0,1.0,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，自车应保持行驶。
97,8,障碍物,medium,factor_and_action,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""障碍物"", ""detail"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""to"": {""position"": ""前方"", ""category"": ""换道条件"", ""detail"": ""后方有快速来车""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""障碍物"", ""to"": ""换道条件""}, {""field"": ""detail"", ""from"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。"", ""to"": ""后方有快速来车""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""交通信号"", ""detail"": ""绿灯""}, ""note"": ""added_factor""}]",0.0,0.1667,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方后方有快速来车，前方存在绿灯，自车应加速。
98,8,障碍物,severe,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""交通信号"", ""detail"": ""左转箭头灯红灯""}, ""note"": ""added_factor""}]",0.94,0.8717,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，右后方存在左转箭头灯红灯，自车应加速。
99,8,障碍物,mild,factor_only,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""障碍物"", ""detail"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""to"": {""position"": ""右前方"", ""category"": ""障碍物"", ""detail"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""前方"", ""to"": ""右前方""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左后方"", ""category"": ""换道条件"", ""detail"": ""后方无来车""}, ""note"": ""added_factor""}]",0.59,0.6925,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,右前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，左后方后方无来车，自车应保持行驶。
100,8,障碍物,medium,complete,0,0,0,1,[],1.0,1.0,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，自车应保持行驶。
101,8,障碍物,severe,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""路况"", ""detail"": ""坑洼路面""}, ""note"": ""added_factor""}]",0.94,0.8717,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，左前方存在坑洼路面，自车应转弯。
102,8,障碍物,mild,action_only,0,0,0,1,[],1.0,0.9167,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，自车应加速。
103,8,障碍物,medium,action_only,0,0,0,1,[],1.0,0.8333,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,前方存在自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，自车应转弯并停车。
104,8,障碍物,severe,factor_only,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""障碍物"", ""detail"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""to"": {""position"": ""右前方"", ""category"": ""障碍物"", ""detail"": ""轻微自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""前方"", ""to"": ""右前方""}, {""field"": ""detail"", ""from"": ""自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。"", ""to"": ""轻微自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""note"": ""added_factor""}]",0.44,0.58,自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。,右前方存在轻微自车当前在原车道正常行驶，前方存在施工区域占用自车道，阻挡自车通行。，左前方存在环岛盲区，自车应保持行驶。
105,9,车辆行为,complete,complete,0,0,0,2,[],1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。
106,9,车辆行为,mild,action_only,0,0,0,2,[],1.0,0.9167,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在黑色轿车正切入最左侧车道，自车应在条件满足后避让。
107,9,车辆行为,medium,factor_only,0,0,1,1,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""左侧"", ""category"": ""车辆行为"", ""detail"": ""车道正常通行""}, ""to"": null, ""note"": ""deleted_factor""}]",0.5,0.625,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左后方存在黑色轿车正切入最左侧车道，自车应在条件满足后保持行驶。
108,9,车辆行为,severe,factor_and_action,0,2,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""左侧"", ""category"": ""车辆行为"", ""detail"": ""车道正常通行""}, ""to"": {""position"": ""右侧"", ""category"": ""车辆行为"", ""detail"": ""车道正常通行""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""左侧"", ""to"": ""右侧""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_unchanged"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}, {""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左后方"", ""category"": ""车辆行为"", ""detail"": ""黑色轿车正切入最左侧车道""}, ""to"": {""position"": ""右后方"", ""category"": ""交通信号"", ""detail"": ""直行箭头灯黄灯""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""左后方"", ""to"": ""右后方""}, {""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""交通信号""}, {""field"": ""detail"", ""from"": ""黑色轿车正切入最左侧车道"", ""to"": ""直行箭头灯黄灯""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}]",0.325,0.3271,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,右侧存在车道正常通行，右后方存在直行箭头灯黄灯，自车应减速。
109,9,车辆行为,mild,complete,0,0,0,2,[],1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在黑色轿车正切入最左侧车道，自车应在条件满足后保持行驶。
110,9,车辆行为,medium,factor_only,0,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左后方"", ""category"": ""车辆行为"", ""detail"": ""黑色轿车正切入最左侧车道""}, ""to"": {""position"": ""左后方"", ""category"": ""障碍物"", ""detail"": ""轻微锥桶占道""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""障碍物""}, {""field"": ""detail"", ""from"": ""黑色轿车正切入最左侧车道"", ""to"": ""轻微锥桶占道""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.5,0.625,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在轻微锥桶占道，自车应在条件满足后保持行驶。
111,9,车辆行为,severe,factor_only,1,2,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""左侧"", ""category"": ""车辆行为"", ""detail"": ""车道正常通行""}, ""to"": {""position"": ""左侧"", ""category"": ""换道条件"", ""detail"": ""存在安全距离""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""换道条件""}, {""field"": ""detail"", ""from"": ""车道正常通行"", ""to"": ""存在安全距离""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左后方"", ""category"": ""车辆行为"", ""detail"": ""黑色轿车正切入最左侧车道""}, ""to"": {""position"": ""左后方"", ""category"": ""交通管制"", ""detail"": ""交警示意通行""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""交通管制""}, {""field"": ""detail"", ""from"": ""黑色轿车正切入最左侧车道"", ""to"": ""交警示意通行""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左侧"", ""category"": ""交通管制"", ""detail"": ""交警示意通行""}, ""note"": ""added_factor""}]",0.165,0.3738,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在安全距离，左后方存在交警示意通行，左侧存在交警示意通行，自车应在条件满足后保持行驶。
112,9,车辆行为,mild,factor_only,1,0,0,2,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""障碍物"", ""detail"": ""锥桶占道""}, ""note"": ""added_factor""}]",0.94,0.955,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在黑色轿车正切入最左侧车道，左前方存在锥桶占道，自车应在条件满足后保持行驶。
113,9,车辆行为,medium,factor_and_action,0,0,1,1,"[{""change_type"": ""delete"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左后方"", ""category"": ""车辆行为"", ""detail"": ""黑色轿车正切入最左侧车道""}, ""to"": null, ""note"": ""deleted_factor""}]",0.5,0.5417,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，自车应在条件满足后停车。
114,9,车辆行为,severe,factor_and_action,1,0,0,2,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""后方"", ""category"": ""路况"", ""detail"": ""井盖凹陷""}, ""note"": ""added_factor""}]",0.94,0.705,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在黑色轿车正切入最左侧车道，后方存在井盖凹陷，自车应转弯并停车。
115,9,车辆行为,mild,complete,0,0,0,2,[],1.0,1.0,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在黑色轿车正切入最左侧车道，自车应在条件满足后保持行驶。
116,9,车辆行为,medium,factor_and_action,1,1,0,1,"[{""change_type"": ""replace"", ""factor_id"": ""gt_2"", ""from"": {""position"": ""左后方"", ""category"": ""车辆行为"", ""detail"": ""黑色轿车正切入最左侧车道""}, ""to"": {""position"": ""左后方"", ""category"": ""路况"", ""detail"": ""大曲率弯道""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""路况""}, {""field"": ""detail"", ""from"": ""黑色轿车正切入最左侧车道"", ""to"": ""大曲率弯道""}], ""category_change_label"": ""super_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""交通信号"", ""detail"": ""黄灯""}, ""note"": ""added_factor""}]",0.665,0.6654,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左侧存在车道正常通行，左后方存在大曲率弯道，右侧存在黄灯，自车应在条件满足后转弯。
117,9,车辆行为,severe,factor_only,1,0,1,1,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""左侧"", ""category"": ""车辆行为"", ""detail"": ""车道正常通行""}, ""to"": null, ""note"": ""deleted_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""前方"", ""category"": ""换道条件"", ""detail"": ""存在安全距离""}, ""note"": ""added_factor""}]",0.44,0.58,左侧车道正常通行，左后方黑色轿车正切入最左侧车道，与自车有安全距离，自车应向左变更车道。,左后方存在黑色轿车正切入最左侧车道，前方存在安全距离，自车应在条件满足后保持行驶。
118,10,车辆行为,complete,complete,0,0,0,1,[],1.0,1.0,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。
119,10,车辆行为,mild,action_only,0,0,0,1,[],1.0,0.9167,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，自车应转弯并加速。
120,10,车辆行为,medium,complete,0,0,0,1,[],1.0,1.0,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，自车应转弯并停车。
121,10,车辆行为,severe,factor_and_action,1,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。""}, ""to"": {""position"": ""前方"", ""category"": ""障碍物"", ""detail"": ""事故车占道""}, ""changed_fields"": [{""field"": ""category"", ""from"": ""车辆行为"", ""to"": ""障碍物""}, {""field"": ""detail"", ""from"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。"", ""to"": ""事故车占道""}], ""category_change_label"": ""cross_category_changed"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""当前车道"", ""category"": ""盲区"", ""detail"": ""环岛盲区""}, ""note"": ""added_factor""}]",0.19,0.2258,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在事故车占道，当前车道存在环岛盲区，自车应加速。
122,10,车辆行为,mild,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""交通管制"", ""detail"": ""交警示意停车""}, ""note"": ""added_factor""}]",0.94,0.8717,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，右侧存在交警示意停车，自车应转弯并加速。
123,10,车辆行为,medium,factor_and_action,1,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""右侧"", ""category"": ""跟车"", ""detail"": ""前车缓行""}, ""note"": ""added_factor""}]",0.94,0.8717,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，右侧存在前车缓行，自车应在条件满足后转弯并停车。
124,10,车辆行为,severe,factor_and_action,2,0,0,1,"[{""change_type"": ""add"", ""factor_id"": ""add_1"", ""from"": null, ""to"": {""position"": ""左前方"", ""category"": ""路况"", ""detail"": ""大曲率弯道""}, ""note"": ""added_factor""}, {""change_type"": ""add"", ""factor_id"": ""add_2"", ""from"": null, ""to"": {""position"": ""右后方"", ""category"": ""障碍物"", ""detail"": ""施工区域占道""}, ""note"": ""added_factor""}]",0.88,0.8267,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，左前方存在大曲率弯道，右后方存在施工区域占道，自车应转弯并加速。
125,10,车辆行为,mild,factor_only,0,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。""}, ""to"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""轻微车辆缓行""}, ""changed_fields"": [{""field"": ""detail"", ""from"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。"", ""to"": ""轻微车辆缓行""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_unchanged"", ""note"": ""replaced_factor""}]",0.55,0.6625,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在轻微车辆缓行，自车应转弯并停车。
126,10,车辆行为,medium,factor_only,0,1,0,0,"[{""change_type"": ""replace"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。""}, ""to"": {""position"": ""右前方"", ""category"": ""车辆行为"", ""detail"": ""车辆逆向行驶""}, ""changed_fields"": [{""field"": ""position"", ""from"": ""前方"", ""to"": ""右前方""}, {""field"": ""detail"", ""from"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。"", ""to"": ""车辆逆向行驶""}], ""category_change_label"": ""category_unchanged"", ""detail_change_label"": ""detail_changed"", ""direction_change_label"": ""direction_changed"", ""note"": ""replaced_factor""}]",0.35,0.5125,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,右前方存在车辆逆向行驶，自车应转弯并停车。
127,10,车辆行为,severe,factor_and_action,0,0,1,0,"[{""change_type"": ""delete"", ""factor_id"": ""gt_1"", ""from"": {""position"": ""前方"", ""category"": ""车辆行为"", ""detail"": ""自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。""}, ""to"": null, ""note"": ""deleted_factor""}]",0.0,0.1667,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,自车应换道并停车。
128,10,车辆行为,mild,action_only,0,0,0,1,[],1.0,0.9167,自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。,前方存在自车当前实际行驶方向为直行或左转，左转箭头灯为红色，直行箭头灯为黄色，自车应刹停在路口停止线前。，自车应停车。
