index,source_id,category,subcategory,target_score,error_type,factor_error_subtype,expected_factor_scores,expected_action_lat,expected_action_lon,expected_action_strategy,expected_normalized_total_score,reference,candidate
605,69,lane_change,reactive_obstacle_blocking,4,generalized,,"[0.5, 0.5, 0.0]",0.0,1.0,0.0,0.3333,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,前方通行受阻，左侧车道具备换道条件，自车应向左变更车道。
606,69,lane_change,reactive_obstacle_blocking,3,missing_factor,,"[1.0, 1.0, 0.0]",1.0,1.0,1.0,0.8333,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，自车应向左变更车道。
607,69,lane_change,reactive_obstacle_blocking,3,missing_factor,,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。
608,69,lane_change,reactive_obstacle_blocking,3,missing_factor,,"[0.0, 0.0, 1.0]",1.0,1.0,1.0,0.6667,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，左后方无来车，自车应向左变更车道。
609,69,lane_change,reactive_obstacle_blocking,2.8,wrong_factor,direction_swap,"[1.0, 0.0, 1.0]",1.0,1.0,1.0,0.8333,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，右侧车道空闲，左后方无来车，自车应向左变更车道。
610,69,lane_change,reactive_obstacle_blocking,2.8,wrong_factor,direction_swap,"[1.0, 1.0, 0.75]",1.0,1.0,1.0,0.9583,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，右后方无来车，自车应向左变更车道。
611,69,lane_change,reactive_obstacle_blocking,2.3,wrong_factor,same_category_subtype_swap,"[1.0, 0.5, 1.0]",1.0,1.0,1.0,0.9167,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道拥堵，左后方无来车，自车应向左变更车道。
612,69,lane_change,reactive_obstacle_blocking,2.3,wrong_factor,same_category_subtype_swap,"[1.0, 1.0, 0.75]",1.0,1.0,1.0,0.9583,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方有快速来车，自车应向左变更车道。
613,69,lane_change,reactive_obstacle_blocking,1.7,wrong_factor,cross_category_swap,"[0.0, 0.0, 0.0]",1.0,1.0,1.0,0.5,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,前方存在车辆遮挡盲区，自车应向左变更车道。
614,69,lane_change,reactive_obstacle_blocking,1,unsafe_action,,"[1.0, 1.0, 1.0]",1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，前方多辆车未行驶，占据车道，影响自车通行，左侧车道空闲，左后方无来车，自车应向右变更车道。
615,70,obstacle_avoidance,complex_avoidance,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。
616,70,obstacle_avoidance,complex_avoidance,4,generalized,,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,前方存在障碍物影响通行，自车应向右避障。
617,70,obstacle_avoidance,complex_avoidance,3,missing_factor,,[0.5],1.0,1.0,1.0,0.875,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,自车当前在原车道正常行驶，自车应向右避障。
618,70,obstacle_avoidance,complex_avoidance,3,missing_factor,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,前方有蓝色小汽车对向行驶，自车应向右避障。
619,70,obstacle_avoidance,complex_avoidance,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,自车当前在原车道正常行驶，前方有蓝色货车对向行驶，自车应向右避障。
620,70,obstacle_avoidance,complex_avoidance,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,前方存在车辆遮挡盲区，自车应向右避障。
621,70,obstacle_avoidance,complex_avoidance,1,unsafe_action,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向右避障。,自车当前在原车道正常行驶，前方有蓝色小汽车对向行驶，自车应向左避障。
622,71,lane_change,must_wait,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
623,71,lane_change,must_wait,4,generalized,,[0.5],0.0,1.0,1.0,0.625,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,前方通行受阻，左侧车道具备换道条件，自车应向左变更车道。
624,71,lane_change,must_wait,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，自车应向左变更车道。
625,71,lane_change,must_wait,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
626,71,lane_change,must_wait,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，等待银红色客车通过后，自车应向左变更车道。
627,71,lane_change,must_wait,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车右侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
628,71,lane_change,must_wait,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且右后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
629,71,lane_change,must_wait,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道拥堵，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
630,71,lane_change,must_wait,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有距离较近，等待银红色客车通过后，自车应向左变更车道。
631,71,lane_change,must_wait,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较快与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。
632,71,lane_change,must_wait,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,0.0,0.5,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,前方存在车辆遮挡盲区，自车应向左变更车道。
633,71,lane_change,must_wait,1,unsafe_action,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有一辆白色轿车未行驶占据车道，影响自车通行，自车左侧车道空闲，有一辆银红色客车正在行驶，且左后方有一辆灰色SUV速度较慢与自车有安全距离，等待银红色客车通过后，自车应向右变更车道。
634,72,obstacle_avoidance,dynamic_obstacle,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。
635,72,obstacle_avoidance,dynamic_obstacle,4,generalized,,[0.0],1.0,1.0,0.0,0.5,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,前方存在障碍物影响通行，自车应向左避障。
636,72,obstacle_avoidance,dynamic_obstacle,3,missing_factor,,[0.25],1.0,1.0,0.0,0.5625,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,自车当前在原车道正常行驶，自车应向左避障。
637,72,obstacle_avoidance,dynamic_obstacle,3,missing_factor,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,右前方有行人通行，自车应向左避障。
638,72,obstacle_avoidance,dynamic_obstacle,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,自车当前在原车道正常行驶，左前方有行人通行，自车应向左避障。
639,72,obstacle_avoidance,dynamic_obstacle,2.3,wrong_factor,same_category_subtype_swap,[0.5],1.0,1.0,0.0,0.625,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,自车当前在原车道正常行驶，右前方有两轮骑行者通行，自车应向左避障。
640,72,obstacle_avoidance,dynamic_obstacle,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,0.0,0.5,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,前方存在车辆遮挡盲区，自车应向左避障。
641,72,obstacle_avoidance,dynamic_obstacle,1,unsafe_action,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，右前方有行人通行，自车应向左避障。,自车当前在原车道正常行驶，右前方有行人通行，自车应向右避障。
642,73,lane_change,proactive_slow_ahead,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。
643,73,lane_change,proactive_slow_ahead,4,generalized,,[0.5],0.0,1.0,0.0,0.375,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,前方通行受阻，右侧车道具备换道条件，自车应向右变更车道。
644,73,lane_change,proactive_slow_ahead,3,missing_factor,,[0.0],1.0,1.0,1.0,0.75,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,自车道前方为左转车道，自车应向右变更车道。
645,73,lane_change,proactive_slow_ahead,3,missing_factor,,[1.0],0.0,1.0,1.0,0.75,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,右侧车道为直行车道，自车应向右变更车道。
646,73,lane_change,proactive_slow_ahead,2.8,wrong_factor,direction_swap,[0.0],1.0,1.0,1.0,0.75,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,自车道前方为左转车道，左侧车道为直行车道，自车应向右变更车道。
647,73,lane_change,proactive_slow_ahead,1.7,wrong_factor,cross_category_swap,[0.0],0.0,1.0,1.0,0.5,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,前方存在车辆遮挡盲区，自车应向右变更车道。
648,73,lane_change,proactive_slow_ahead,1,unsafe_action,,[1.0],1.0,1.0,1.0,1.0,自车道前方为左转车道，右侧车道为直行车道，自车应向右变更车道。,自车道前方为左转车道，右侧车道为直行车道，自车应向左变更车道。
649,74,blind_spot,single_blind_spot,5,complete,,[1.0],1.0,1.0,1.0,1.0,左前方存在车辆遮挡盲区，自车应减速行驶通过。,左前方存在车辆遮挡盲区，自车应减速行驶通过。
650,74,blind_spot,single_blind_spot,4,generalized,,[0.25],1.0,1.0,1.0,0.8125,左前方存在车辆遮挡盲区，自车应减速行驶通过。,前方存在盲区风险，自车应减速行驶通过。
651,74,blind_spot,single_blind_spot,3,missing_factor,,[0.5],1.0,1.0,1.0,0.875,左前方存在车辆遮挡盲区，自车应减速行驶通过。,前方存在盲区，自车应减速行驶通过。
652,74,blind_spot,single_blind_spot,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,左前方存在车辆遮挡盲区，自车应减速行驶通过。,右前方存在车辆遮挡盲区，自车应减速行驶通过。
653,74,blind_spot,single_blind_spot,2.3,wrong_factor,same_category_subtype_swap,[0.5],1.0,1.0,1.0,0.875,左前方存在车辆遮挡盲区，自车应减速行驶通过。,左前方存在豁口盲区，自车应减速行驶通过。
654,74,blind_spot,single_blind_spot,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,左前方存在车辆遮挡盲区，自车应减速行驶通过。,左前方存在施工区域占道，自车应减速行驶通过。
655,74,blind_spot,single_blind_spot,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,左前方存在车辆遮挡盲区，自车应减速行驶通过。,前方存在锥桶占道，影响自车通行，自车应减速行驶通过。
656,74,blind_spot,single_blind_spot,1,unsafe_action,,[1.0],1.0,0.0,1.0,0.75,左前方存在车辆遮挡盲区，自车应减速行驶通过。,左前方存在车辆遮挡盲区，自车应加速通过。
657,75,lane_change,proactive_slow_ahead,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
658,75,lane_change,proactive_slow_ahead,4,generalized,,[0.5],0.0,1.0,1.0,0.625,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,前方通行受阻，右侧车道具备换道条件，自车应向右变更车道。
659,75,lane_change,proactive_slow_ahead,3,missing_factor,,[0.75],1.0,1.0,0.0,0.6875,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，自车应向右变更车道。
660,75,lane_change,proactive_slow_ahead,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
661,75,lane_change,proactive_slow_ahead,3,missing_factor,,[0.75],1.0,1.0,0.0,0.6875,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆小轿车速度较慢，自车应向右变更车道。
662,75,lane_change,proactive_slow_ahead,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，左侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
663,75,lane_change,proactive_slow_ahead,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且左后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
664,75,lane_change,proactive_slow_ahead,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，右侧车道拥堵且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
665,75,lane_change,proactive_slow_ahead,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,0.0,0.6875,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在距离较近，自车应向右变更车道。
666,75,lane_change,proactive_slow_ahead,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较快，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。
667,75,lane_change,proactive_slow_ahead,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,0.0,0.5,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,前方存在车辆遮挡盲区，自车应向右变更车道。
668,75,lane_change,proactive_slow_ahead,1,unsafe_action,,[0.75],1.0,1.0,1.0,0.9375,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向右变更车道。,自车道前方一辆银色小轿车速度较慢，右侧车道空闲且右后方一辆黑色汽车与自车存在安全距离，自车应向左变更车道。
669,76,obstacle_avoidance,complex_avoidance,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。
670,76,obstacle_avoidance,complex_avoidance,4,generalized,,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,前方存在障碍物影响通行，自车应向右避障。
671,76,obstacle_avoidance,complex_avoidance,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,自车当前在原车道正常行驶，自车应向右避障。
672,76,obstacle_avoidance,complex_avoidance,3,missing_factor,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,对向车道有白色面包车跨线行驶，自车应向右避障。
673,76,obstacle_avoidance,complex_avoidance,2.3,wrong_factor,same_category_subtype_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,自车当前在原车道正常行驶，对向车道有白色公交车跨线行驶，自车应向右避障。
674,76,obstacle_avoidance,complex_avoidance,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,前方存在车辆遮挡盲区，自车应向右避障。
675,76,obstacle_avoidance,complex_avoidance,1,unsafe_action,,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向右避障。,自车当前在原车道正常行驶，对向车道有白色面包车跨线行驶，自车应向左避障。
676,77,traffic_signal,green_light_go,5,complete,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。
677,77,traffic_signal,green_light_go,4,generalized,,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,当前路口信号允许通行，自车应向左变更车道。
678,77,traffic_signal,green_light_go,3,missing_factor,,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，自车应向左变更车道。
679,77,traffic_signal,green_light_go,3,missing_factor,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。
680,77,traffic_signal,green_light_go,3,missing_factor,,[1.0],1.0,1.0,0.0,0.75,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。
681,77,traffic_signal,green_light_go,2.8,wrong_factor,direction_swap,[0.0],1.0,1.0,1.0,0.75,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，右侧车道通行效率较高且左后方无来车，自车应向左变更车道。
682,77,traffic_signal,green_light_go,2.8,wrong_factor,direction_swap,[0.75],1.0,1.0,1.0,0.9375,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且右后方无来车，自车应向左变更车道。
683,77,traffic_signal,green_light_go,2.3,wrong_factor,same_category_subtype_swap,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红红灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。
684,77,traffic_signal,green_light_go,1.7,wrong_factor,cross_category_swap,[0.0],1.0,1.0,0.0,0.5,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,前方存在施工区域占道，自车应向左变更车道。
685,77,traffic_signal,green_light_go,1,unsafe_action,,[1.0],1.0,1.0,1.0,1.0,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向左变更车道。,自车当前在原车道正常行驶，自车道前方有较多车辆等待红绿灯，影响自车通行效率，左侧车道通行效率较高且左后方无来车，自车应向右变更车道。
686,78,curve,curve_geometry,5,complete,,"[1.0, 1.0]",1.0,1.0,1.0,1.0,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。
687,78,curve,curve_geometry,4,generalized,,"[0.5, 0.0]",1.0,1.0,0.0,0.5,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。,前方存在弯道风险，自车应减速行驶通过。
688,78,curve,curve_geometry,3,missing_factor,,"[1.0, 0.0]",1.0,1.0,0.0,0.6,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。,前方大曲率弯道，自车应减速行驶通过。
689,78,curve,curve_geometry,3,missing_factor,,"[0.0, 1.0]",1.0,1.0,0.0,0.6,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。,前方存在车辆正在刹车减速，自车应减速行驶通过。
690,78,curve,curve_geometry,2.3,wrong_factor,same_category_subtype_swap,"[0.0, 1.0]",1.0,1.0,1.0,0.8,前方大曲率弯道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。,前方坡道，前方存在车辆正在刹车减速，自车应与前车保持安全距离减速通过。
